winery,winename,country,region,rating,numberOfRatings,wineHtmlLink
Ànima Negra,AN/2 2018,Spain,Mallorca,4.1,31,https://www.vivino.com/anima-negra-an-2/w/86683?year=2018&price_id=21442358
Casata Monfort,Teroldego Rotaliano 2018,Italy,Teroldego Rotaliano,4.1,30,https://www.vivino.com/casata-monfort-teroldego-rotaliano/w/1147790?year=2018&price_id=21097984
Casadei,Sogno Mediterraneo (Mediterranean Blend) 2017,Italy,Toscana,4.1,30,https://www.vivino.com/casadei-sogno-mediterraneo-mediterranean-blend/w/1196501?year=2017&price_id=21441689
Cascina Giovinale,Anssèma Barbera d'Asti Superiore Nizza 2012,Italy,Barbera d'Asti,4.1,29,https://www.vivino.com/cascina-giovinale-anssema-barbera-d-asti-superiore/w/1196115?year=2012&price_id=15847796
Fattoria la Parrina,Parrina Sangiovese Riserva 2012,Italy,Parrina,4.1,28,https://www.vivino.com/fattoria-la-parrina-parrina-sangiovese-riserva/w/4103255?year=2012&price_id=19148871
l'Infernal Combier Fischer Gerin,Riu Rouge 2016,Spain,Priorat,4.1,28,https://www.vivino.com/combier-fischer-gerin-riu-rouge/w/1186293?year=2016&price_id=13114581
Tajna,Dunaj 2018,Slovakia,Nitrianska,4.1,27,https://www.vivino.com/tajna-dunaj/w/5241924?year=2018&price_id=21020673
Château La Roca,Côtes du Roussillon 2017,France,Côtes du Roussillon,4.1,25,https://www.vivino.com/roca-cotes-du-roussillon/w/1161213?year=2017&price_id=17600928
Marqués de Riscal,Rioja Reserva 2015,Spain,Rioja,4,9682,https://www.vivino.com/marques-de-riscal-rioja-reserva/w/1163903?year=2015&price_id=13195298
Pago del Cielo,Celeste Crianza 2016,Spain,Ribera del Duero,4,3599,https://www.vivino.com/pago-del-cielo-celeste-crianza-ribera-del-duero/w/3313942?year=2016&price_id=18356178
Castillo Perelada,5 Finques (Fincas) Reserva 2015,Spain,Empordà,4,2268,https://www.vivino.com/castillo-perelada-five-finques-fincas-reserva/w/99328?year=2015&price_id=18393263
Álvaro Palacios,Camins del Priorat 2018,Spain,Priorat,4,1860,https://www.vivino.com/alvaro-palacios-camins-del-priorat/w/67054?year=2018&price_id=19077844
Xavier Vignon,Arcane XV Le Diable 2015,France,Vin de France,4,1819,https://www.vivino.com/xavier-vignon-arcane-xv-le-diable/w/5535516?year=2015&price_id=13459529
Bodegas Faustino,I Gran Reserva 2009,Spain,Rioja,4,1653,https://www.vivino.com/bodegas-faustino-i-gran-reserva/w/2061837?year=2009&price_id=17659090
Gran Passione,Rosso Veneto 2018,Italy,Veneto,4,1071,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2018&price_id=21349883
Castello Nipozzano,Vecchie Viti Chianti Rùfina Riserva 2015,Italy,Chianti Rùfina,4,880,https://www.vivino.com/castello-nipozzano-vecchie-viti-chianti-rufina-riserva/w/2411285?year=2015&price_id=19335582
Bodegas La Horra,Corimbo 2014,Spain,Ribera del Duero,4,855,https://www.vivino.com/la-horra-corimbo/w/1214002?year=2014&price_id=13080023
G.D. Vajra,Nebbiolo Langhe 2018,Italy,Langhe,4,825,https://www.vivino.com/azienda-agricola-gd-vajra-nebbiolo-langhe/w/1100122?year=2018&price_id=21617050
Losada,Bierzo Red 2017,Spain,Bierzo,4,809,https://www.vivino.com/losada-bierzo-red/w/2600424?year=2017&price_id=18664733
La Rioja Alta,Viña Arana Reserva 2011,Spain,Rioja,4,711,https://www.vivino.com/la-rioja-alta-vina-arana-reserva/w/7974?year=2011&price_id=13359042
La Rioja Alta,Viña Alberdi Crianza 2014,Spain,Rioja,4,605,https://www.vivino.com/la-rioja-alta-vina-alberdi-crianza/w/1216811?year=2014&price_id=13079841
Domaine Mathieu & Camille Lapierre,Château Cambon Beaujolais 2017,France,Beaujolais,4,600,https://www.vivino.com/marcel-lapierre-chateau-cambon-beaujolais/w/1226536?year=2017&price_id=15952526
Diemersdal,Pinotage 2018,South Africa,Durbanville,4,589,https://www.vivino.com/diemersdal-pinotage/w/1176630?year=2018&price_id=19655339
Tenute Rubino,Oltremé Susumaniello 2017,Italy,Salento,4,581,https://www.vivino.com/rubino-oltreme-susumaniello/w/1545636?year=2017&price_id=18061328
Thymiopoulos,Naoussa Jeunes Vignes de Xinomavro 2018,Greece,Naoussa,4,559,https://www.vivino.com/thymiopoulos-naoussa-jeunes-vignes-de-xinomavro/w/6225678?year=2018&price_id=20586561
Alonso del Yerro,Ribera del Duero 2014,Spain,Ribera del Duero,4,543,https://www.vivino.com/alonso-del-yerro-ribera-del-duero/w/75016?year=2014&price_id=13080453
Artadi,Viñas de Gain Rioja Alavesa 2017,Spain,Rioja Alavesa,4,512,https://www.vivino.com/es-artadi-vinas-de-gain-rioja-alavesa/w/49744?year=2017&price_id=18943254
Habla,Silencio 2018,Spain,Extremadura,4,498,https://www.vivino.com/habla-silencio/w/1250095?year=2018&price_id=20495208
Dominio de Atauta,Parada de Atauta 2015,Spain,Ribera del Duero,4,485,https://www.vivino.com/dominio-de-atauta-parada-de-atauta/w/1212282?year=2015&price_id=17561857
Gulfi,Nerojbleo 2015,Italy,Terre Siciliane,4,479,https://www.vivino.com/gulfi-nerojbleo/w/27334?year=2015&price_id=17822924
Rocca di Montegrossi,Chianti Classico 2016,Italy,Chianti Classico,4,452,https://www.vivino.com/rocca-di-montegrossi-chianti-classico/w/1172930?year=2016&price_id=16951616
Nanny Goat,Pinot Noir 2018,New Zealand,Central Otago,4,451,https://www.vivino.com/nanny-goat-pinot-noir/w/1214975?year=2018&price_id=19859919
Feudi Salentini,125 Uno Due Cinque Primitivo del Salento 2017,Italy,Salento,4,444,https://www.vivino.com/feudi-salentini-onehundredtwentyfive-uno-due-cinque-primitivo-del-salento/w/1837975?year=2017&price_id=18346117
Tommasi,Arele Rosso (Appassimento) 2016,Italy,delle Venezie,4,436,https://www.vivino.com/tommasi-arele-rosso-appassimento/w/1149321?year=2016&price_id=17951999
Château de Beaucastel,Coudoulet de Beaucastel Côtes-du-Rhône 2017,France,Côtes-du-Rhône,4,425,https://www.vivino.com/chateau-de-beaucastel-coudoulet-de-beaucastel-cotes-du-rhone/w/1152896?year=2017&price_id=17599219
Montes Alpha,Merlot 2016,Chile,Colchagua Valley,4,423,https://www.vivino.com/montes-alpha-merlot/w/71324?year=2016&price_id=19461214
G. Descombes,Morgon 2016,France,Morgon,4,416,https://www.vivino.com/fr-g-descombes-morgon/w/1260269?year=2016&price_id=17286636
Anwilka Vineyard,Stellenbosch 2006,South Africa,Stellenbosch,4,400,https://www.vivino.com/anwilka-vineyard-stellenbosch/w/1744389?year=2006&price_id=15383263
Teso La Monja,Almiréz 2017,Spain,Toro,4,395,https://www.vivino.com/teso-la-monja-almirez/w/1115654?year=2017&price_id=19120968
Paololeo,Orfeo Negroamaro 2016,Italy,Puglia,4,395,https://www.vivino.com/it-paololeo-orfeo-negroamaro/w/1137244?year=2016&price_id=19535940
Celler Laurona,Tinto 2010,Spain,Montsant,4,376,https://www.vivino.com/laurona-tinto/w/79960?year=2010&price_id=10415129
Tenuta di Nozzole,La Forra Chianti Classico Riserva 2015,Italy,Chianti Classico,4,374,https://www.vivino.com/tenuta-di-nozzole-la-forra-chianti-classico-riserva-chianti-classico/w/5909866?year=2015&price_id=19338758
Acustic Celler,Montsant Acústic 2017,Spain,Montsant,4,372,https://www.vivino.com/acustic-celler-montsant-acustic/w/80370?year=2017&price_id=19873043
Renato Ratti,Barbera d'Alba Battaglione 2018,Italy,Barbera d'Alba,4,363,https://www.vivino.com/renato-ratti-barbera-d-alba-battaglione/w/2824162?year=2018&price_id=20102954
Castorani,Amorino Montepulciano d'Abruzzo 2013,Italy,Montepulciano d'Abruzzo,4,360,https://www.vivino.com/castorani-amorino-montepulciano-d-abruzzo/w/1224134?year=2013&price_id=16658952
Obsidian Ridge,Estate Grown Cabernet Sauvignon 2017,United States,Red Hills Lake County,4,353,https://www.vivino.com/obsidian-ridge-estate-grown-cabernet-sauvignon/w/2165446?year=2017&price_id=17673782
Louis Chèze,Ro-Rée Saint-Joseph 2017,France,Saint-Joseph,4,342,https://www.vivino.com/louis-cheze-ro-ree-saint-joseph/w/1274489?year=2017&price_id=17834072
Acustic Celler,Ritme Vinyes Velles Boniques 2017,Spain,Priorat,4,335,https://www.vivino.com/acustic-celler-ritme-vinyes-velles-boniques/w/1993330?year=2017&price_id=20071025
Chateau Pierre 1er (Chateau Croix Figeac),Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,4,314,https://www.vivino.com/croix-figeac-saint-emilion-grand-cru/w/1176749?year=2015&price_id=20218044
Bénédicte et Stéphane Tissot,DD Rouge 2018,France,Arbois,4,312,https://www.vivino.com/fr-benedicte-stephane-tissot-dd-rouge/w/2565047?year=2018&price_id=21407751
Firriato,Quater Vitis Rosso 2014,Italy,Terre Siciliane,4,307,https://www.vivino.com/casa-vinicola-firriato-quater-vitis-rosso-sicily/w/5962499?year=2014&price_id=18506392
Dominio del Bendito,El Primer Paso 2018,Spain,Toro,4,290,https://www.vivino.com/dominio-del-bendito-el-primer-paso/w/1165527?year=2018&price_id=19981382
Duca di Salaparuta,Passo delle Mule Nero d'Avola 2017,Italy,Terre Siciliane,4,289,https://www.vivino.com/duca-di-salaparuta-passo-delle-mule-nero-d-avola/w/78739?year=2017&price_id=21597955
Territorio Luthier,Lara O 2014,Spain,Ribera del Duero,4,288,https://www.vivino.com/territorio-luthier-lara-o-ribera-del-duero/w/1314723?year=2014&price_id=11590486
La Rioja Alta,Viña Arana Reserva 2001,Spain,Rioja,4,280,https://www.vivino.com/la-rioja-alta-vina-arana-reserva/w/7974?year=2001&price_id=20529747
Leone de Castris,Villa Santera Primitivo di Manduria 2018,Italy,Primitivo di Manduria,4,265,https://www.vivino.com/leone-de-castris-villa-santera-primitivo-di-manduria/w/13428?year=2018&price_id=19284659
Torrevento,Nero Di Troia Castel Del Monte Riserva Ottagono 2014,Italy,Castel del Monte,4,258,https://www.vivino.com/torrevento-nero-di-troia-castel-del-monte-riserva-ottagono/w/2300472?year=2014&price_id=14983162
Allende,Rioja 2013,Spain,Rioja,4,241,https://www.vivino.com/finca-allende-rioja/w/77130?year=2013&price_id=13339679
Proyecto Garnachas de España,La Garnacha Perdida 2016,Spain,Priorat,4,239,https://www.vivino.com/proyecto-garnachas-de-espana-la-garnacha-perdida/w/5296470?year=2016&price_id=13443925
Viviani,Ripasso Valpolicella Superiore 2015,Italy,Valpolicella Ripasso,4,231,https://www.vivino.com/viviani-ripasso-valpolicella-superiore/w/1125145?year=2015&price_id=15761697
Bodegas La Horra,Corimbo 2015,Spain,Ribera del Duero,4,217,https://www.vivino.com/la-horra-corimbo/w/1214002?year=2015&price_id=20236635
Michel & Stéphane Ogier,Le Temps est Venu 2018,France,Côtes-du-Rhône-Villages 'Plan de Dieu',4,215,https://www.vivino.com/michel-stephane-ogier-le-temps-est-venu/w/1198800?year=2018&price_id=21516633
Sierra Cantabria,Cuvée 2015,Spain,Rioja,4,215,https://www.vivino.com/sierra-cantabria-156664-cuvee/w/1144552?year=2015&price_id=21442342
Tenute Rubino,Punta Aquila Primitivo 2017,Italy,Salento,4,213,https://www.vivino.com/rubino-punta-aquila-primitivo/w/1190319?year=2017&price_id=19942619
Antoniolo,Gattinara 2013,Italy,Gattinara,4,203,https://www.vivino.com/antoniolo-gattinara/w/1215348?year=2013&price_id=18648477
Luigi Einaudi,Nebbiolo Langhe 2018,Italy,Langhe,4,203,https://www.vivino.com/luigi-einaudi-nebbiolo-langhe/w/22774?year=2018&price_id=19942648
Polvanera,Primitivo 2018,Italy,Puglia,4,199,https://www.vivino.com/polvanera-primitivo-puglia/w/2594114?year=2018&price_id=18608171
Venus la Universal,Dido Tinto 2018,Spain,Montsant,4,198,https://www.vivino.com/venus-la-universal-dido-tinto/w/96855?year=2018&price_id=20351820
Le Chiuse,Rosso di Montalcino 2016,Italy,Rosso di Montalcino,4,184,https://www.vivino.com/le-chiuse-rosso-di-montalcino/w/1136932?year=2016&price_id=15853157
Dominio do Bibei,Ribeira Sacra Lalama 2016,Spain,Ribeira Sacra,4,181,https://www.vivino.com/dominio-do-bibei-ribeira-sacra-lalama/w/1151535?year=2016&price_id=20569349
Vite Colte,La Luna e i Falò Barbera d'Asti Superiore 2017,Italy,Barbera d'Asti,4,170,https://www.vivino.com/vite-colte-la-luna-e-i-falo-barbera-d-asti-superiore/w/14438?year=2017&price_id=20237471
Baglio di Pianetto,Ramione Merlot - Nero d'Avola 2016,Italy,Terre Siciliane,4,170,https://www.vivino.com/baglio-di-pianetto-ramione-merlot-nero-d-avola/w/3595217?year=2016&price_id=21394116
La Valentina,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,4,168,https://www.vivino.com/fattoria-la-valentina-montepulciano-d-abruzzo/w/23384?year=2017&price_id=20003615
Buondonno,Chianti Classico 2017,Italy,Chianti Classico,4,167,https://www.vivino.com/casavecchia-alla-piazza-chianti-classico/w/1312251?year=2017&price_id=18450359
Enrique Mendoza,Santa Rosa 2016,Spain,Alicante,4,161,https://www.vivino.com/enrique-mendoza-santa-rosa/w/82958?year=2016&price_id=13741705
Torrevento,Ghenos Primitivo di Manduria 2017,Italy,Primitivo di Manduria,4,155,https://www.vivino.com/torrevento-ghenos-primitivo-di-manduria/w/1148207?year=2017&price_id=18948714
Bodegas Luis Perez,Garum 2018,Spain,Cádiz,4,155,https://www.vivino.com/luis-perez-garum/w/1216614?year=2018&price_id=20025268
Mas Asturias,Massuria 2009,Spain,Bierzo,4,141,https://www.vivino.com/mas-asturias-massuria/w/2927323?year=2009&price_id=6315182
Kaiken,Ultra Malbec 2017,Argentina,Mendoza,4,127,https://www.vivino.com/kaiken-sa-ultra-malbec/w/71474?year=2017&price_id=19402526
Viña Zorzal,Señora de las Alturas 2016,Spain,Navarra,4,125,https://www.vivino.com/vina-zorzal-senora-de-las-alturas/w/2481271?year=2016&price_id=20780310
Martí Fabra,Selecció Vinyes Velles Empordà 2017,Spain,Empordà,4,125,https://www.vivino.com/celler-marti-fabra-seleccio-vinyes-velles-emporda/w/1177010?year=2017&price_id=20743266
Poliziano,In Violas Merlot 2015,Italy,Cortona,4,123,https://www.vivino.com/azienda-agricola-poliziano-in-violas-merlot/w/18797?year=2015&price_id=18081308
Pierazzuoli,Le Farnete Carmignano 2016,Italy,Carmignano,4,122,https://www.vivino.com/tenute-pierazzuoli-le-farnete-carmignano/w/1182222?year=2016&price_id=16758382
Michel & Stéphane Ogier,La Rosine Syrah 2017,France,Collines Rhodaniennes,4,119,https://www.vivino.com/michel-stephane-ogier-la-rosine-syrah/w/1109692?year=2017&price_id=20760081
Lawson's Dry Hills,Reserve Pinot Noir 2015,New Zealand,Marlborough,4,116,https://www.vivino.com/lawsons-dry-hills-reserve-pinot-noir/w/2483606?year=2015&price_id=10777844
Domaine d'Aupilhac,Montpeyroux 2016,France,Languedoc,4,115,https://www.vivino.com/domaine-d-aupilhac-montpeyroux/w/90524?year=2016&price_id=19626445
Rocca di Frassinello,Maremma Toscana Le Sughere di Frassinello 2016,Italy,Maremma Toscana,4,115,https://www.vivino.com/rocca-di-frassinello-maremma-toscana-le-sughere-di-frassinello/w/11746?year=2016&price_id=20943505
Château Larrivaux,Haut-Médoc 2015,France,Haut-Médoc,4,110,https://www.vivino.com/haut-madrac-haut-medoc/w/1166955?year=2015&price_id=21008626
Domaine Le Sang des Cailloux,Cuvée Doucinello 2017,France,Vacqueyras,4,109,https://www.vivino.com/domaine-le-sang-des-cailloux-cuvee-doucinello/w/2073987?year=2017&price_id=20962742
Alessandro di Camporeale,Kaid Syrah 2017,Italy,Sicilia,4,106,https://www.vivino.com/alessandro-di-camporeale-kaid-syrah/w/1218598?year=2017&price_id=19746999
Pecchenino,Sirì d'Jermu Dogliani Superiore 2017,Italy,Dogliani,4,102,https://www.vivino.com/pecchenino-siri-d-jermu-dogliani-superiore/w/1109278?year=2017&price_id=20103053
Podere Lamberto,Vino Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,4,99,https://www.vivino.com/podere-lamberto-vino-nobile-di-montepulciano/w/1537057?year=2015&price_id=17488548
Castro Candaz,Finca el Curvado 2017,Spain,Ribeira Sacra,4,97,https://www.vivino.com/castro-candaz-finca-el-curvado/w/3589724?year=2017&price_id=19201300
Solatione,Chianti Classico 2012,Italy,Chianti Classico,4,94,https://www.vivino.com/solatione-chianti-classico/w/1369775?year=2012&price_id=17817981
La Crotta di Vegneron,Chambave Superieur Quatre Vignobles 2017,Italy,Valle d'Aosta,4,93,https://www.vivino.com/la-crotta-chambave-superieur-quatre-vignobles/w/1270750?year=2017&price_id=20103017
Tenuta delle Terre Nere,Etna Rosso 2007,Italy,Etna,4,93,https://www.vivino.com/tenuta-delle-terre-nere-etna-rosso/w/1225467?year=2007&price_id=11159326
Villa Noviana,Imeneo Bolgheri 2017,Italy,Bolgheri,4,91,https://www.vivino.com/villa-noviana-imeneo-bolgheri/w/2294113?year=2017&price_id=19928343
Château Montus,Madiran 2018,France,Madiran,4,89,https://www.vivino.com/chateau-montus-madiran/w/86847?year=2018&price_id=19997743
Casa Gran del Siurana,Priorat Cruor 2016,Spain,Priorat,4,88,https://www.vivino.com/es-casa-gran-del-siurana-priorat-cruor/w/1150729?year=2016&price_id=21181696
Le Raisin et l'Ange,Brân 2017,France,Vin de France,4,88,https://www.vivino.com/le-raisin-et-l-ange-bran/w/1296812?year=2017&price_id=18664744
Tenuta dei Sette Cieli,Noi 4 Bolgheri 2016,Italy,Bolgheri,4,87,https://www.vivino.com/tenuta-dei-sette-cieli-noi-4-bolgheri/w/2317372?year=2016&price_id=21597989
Vaona,Pegrandi Valpolicella Ripasso Classico Superiore 2017,Italy,Valpolicella Ripasso Classico,4,84,https://www.vivino.com/vaona-pegrandi-valpolicella-ripasso-classico-superiore/w/1990083?year=2017&price_id=20568660
Santadi,Rocca Rubia Riserva Carignano del Sulcis 2017,Italy,Carignano del Sulcis,4,84,https://www.vivino.com/cantina-di-santadi-rocca-rubia-riserva-carignano-del-sulcis/w/17969?year=2017&price_id=21499345
El Escocés Volante,Manga del Brujo 2017,Spain,Calatayud,4,83,https://www.vivino.com/el-escocs-volante-manga-del-brujo/w/1240835?year=2017&price_id=20130503
Matsu,El Recio 2018,Spain,Toro,4,82,https://www.vivino.com/matsu-el-recio/w/1136746?year=2018&price_id=21129056
Cascina del Colle,Mammut Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,4,80,https://www.vivino.com/cascina-del-colle-mammut-montepulciano-d-abruzzo/w/1395382?year=2015&price_id=17928383
Picchioni Andrea,Rosso d’Asia 2012,Italy,Oltrepò Pavese,4,79,https://www.vivino.com/picchioni-andrea-rosso-d-asia/w/1301906?year=2012&price_id=11159452
Casanova di Neri,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,4,79,https://www.vivino.com/casanova-di-neri-rosso-di-montalcino/w/9709?year=2017&price_id=20708182
Ceraudo,Dattilo Rosso 2013,Italy,Val di Neto,4,79,https://www.vivino.com/ceraudo-dattilo-rosso/w/1600123?year=2013&price_id=14100324
Barbacán,Rosso di Valtellina 2018,Italy,Valtellina,4,78,https://www.vivino.com/azienda-agricola-barbacan-rosso-di-valtellina/w/2255127?year=2018&price_id=20245687
Tramin,Rungg Cabernet - Merlot 2017,Italy,Südtirol - Alto Adige,4,76,https://www.vivino.com/tramin-rungg-cabernet-merlot/w/2019163?year=2017&price_id=18893458
Castillo Perelada,5 Finques (Fincas) Reserva 2016,Spain,Empordà,4,75,https://www.vivino.com/castillo-perelada-five-finques-fincas-reserva/w/99328?year=2016&price_id=21034283
Kaiken,Ultra Merlot 2017,Argentina,Mendoza,4,73,https://www.vivino.com/kaiken-sa-ultra-merlot-mendoza/w/5938141?year=2017&price_id=21271256
Le Macchiole,Bolgheri Rosso 2018,Italy,Bolgheri,4,70,https://www.vivino.com/le-macchiole-bolgheri-rosso/w/16417?year=2018&price_id=21418215
La Sorga,Esprit Attila 2016,France,Languedoc-Roussillon,4,69,https://www.vivino.com/la-sorga-esprit-attila/w/4132993?year=2016&price_id=14490964
El Escocés Volante,El Puño Tinto 2016,Spain,Calatayud,4,69,https://www.vivino.com/el-escocs-volante-el-puno-tinto/w/2738546?year=2016&price_id=21251298
Craggy Range,Merlot Gimblett Gravels Vineyard 2016,New Zealand,Gimblett Gravels,4,68,https://www.vivino.com/craggy-range-merlot-gimblett-gravels-vineyard/w/87056?year=2016&price_id=20186353
Migliavacca,Grignolino del Monferrato Casalese 2018,Italy,Grignolino del Monferrato Casalese,4,67,https://www.vivino.com/migliavacca-grignolino-del-monferrato-casalese/w/1183876?year=2018&price_id=19013830
Maggio Vini,Amongae Barrique 2014,Italy,Terre Siciliane,4,66,https://www.vivino.com/maggiovini-amongae/w/20875?year=2014&price_id=18014051
